period_info,name,party,district
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Λιβανός Μιχαήλ Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Μαρκόπουλος Δημήτριος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Κασιμάτη Ειρήνη (Νίνα) Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Ραγκούσης Ιωάννης Νικολάου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Διαμαντίδης Δημήτριος Ιωάννη,ΠΑΣΟΚ-ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Μανωλάκου Διαμάντω Εμμανουήλ,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Ασημακοπούλου Σοφία - Χάιδω Δημητρίου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Ζαχαράκη Σοφία Ηλία,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Βορίδης Μαυρουδής (Μάκης) Χρήστου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Πέτσας Στυλιανός (Στέλιος) Λεωνίδα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Βλάχος  Γεώργιος  Θεοδώρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Οικονόμου  Βασίλειος  Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Κόλλια Βασιλική (Βάσω) Σταματίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Κατσανδρή Αικατερίνη Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Καραμέρος Γεώργιος Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Σπίρτζης Χρήστος Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Χριστοδουλάκης Εμμανουήλ (Μανώλης) Ανέστη,ΠΑΣΟΚ-ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Γκιόκας Ιωάννης Χρήστου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Φωτόπουλος Στυλιανός Θεοδώρου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Κώτσηρας Γεώργιος Αναστασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β΄ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Μπούρας  Αθανάσιος  Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β΄ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Τσίπρας Γεώργιος Ηρακλή,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,Β΄ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Τσοκάνης Χρήστος Νικολάου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β΄ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Σαλμάς Μάριος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Καραγκούνης Κωνσταντίνος Ανδρέα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Παπαθανάσης Αθανάσιος Δαμιανού,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Ζαμπάρας Μιλτιάδης (Μίλτος) Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Θεοδωράκης Γρηγόριος Νικολάου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Σταρακά Χριστίνα Δημητρίου,ΠΑΣΟΚ-ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Παπαναστάσης Νικόλαος Αθανασίου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Ανδριανός Ιωάννης Σωτηρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΡΓΟΛΙΔΟΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Γαβρήλος Γεώργιος Νικολάου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΑΡΓΟΛΙΔΟΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Πουλάς Ανδρέας Θεοδοσίου,ΠΑΣΟΚ-ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΑΡΓΟΛΙΔΟΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Βλάσης Κωνσταντίνος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΡΚΑΔΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Παπαηλιού Γεώργιος Ηλία,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΑΡΚΑΔΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Κωνσταντινόπουλος Οδυσσέας Κωνσταντίνου,ΠΑΣΟΚ-ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΑΡΚΑΔΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Στύλιος Γεώργιος Δημοσθένη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΡΤΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Γεροβασίλη Όλγα Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΑΡΤΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Αλεξοπούλου Χριστίνα Μιχαήλ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Κατσανιώτης Ανδρέας Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Φωτήλας Ιάσωνας Ασημάκη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Αναγνωστοπούλου Αθανασία (Σία) Πέτρου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Παναγιωτόπουλος Ανδρέας Αντωνίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Κυριακόπουλος Γεώργιος Άγγελου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Παπανδρέου  Γεώργιος  Ανδρέα,ΠΑΣΟΚ-ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Καραθανασόπουλος Νικόλαος Πέτρου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),ΛαΪνιώτης Ιωάννης Συμεών,ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Κτιστάκης Ελευθέριος Νικολάου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΒΟΙΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Πούλου Παναγιού (Γιώτα) Λεωνίδα,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΒΟΙΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Μουλκιώτης Γεώργιος Βασιλείου,ΠΑΣΟΚ-ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΒΟΙΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Γιάτσιος Ιωάννης Νικολάου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΓΡΕΒΕΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Κυριαζίδης Δημήτριος Τριαντάφυλλου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΔΡΑΜΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Ξανθόπουλος Θεόφιλος Σάββα,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΔΡΑΜΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Νικολαϊδης Αναστάσιος (Τάσος) Γεωργίου,ΠΑΣΟΚ-ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΔΡΑΜΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Παππάς Ιωάννης Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Κόνσολας Εμμανουήλ Νικία,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Ιατρίδη Τσαμπίκα (Μίκα) Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Καραγιάννη Χρυσούλα (Χρύσα) Σάββα,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Νικητιάδης Γεώργιος Νικολάου,ΠΑΣΟΚ-ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Δερμεντζόπουλος Χρήστος Αλεξάνδρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΒΡΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Κελέτσης Σταύρος Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΒΡΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Μαλτέζος Μενέλαος Φωτεινού,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΕΒΡΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Παπαδάκης Παράσχος Χρήστου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ,ΕΒΡΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Ζεμπίλης Αθανάσιος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Κεδίκογλου Συμεών (Σίμος) Βασιλείου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Κεδίκογλου Συμεών Άγγελου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Καζάνη Αικατερίνη Νικολάου,ΠΑΣΟΚ-ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Μαρίνος Γεώργιος Βασιλείου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Αρμόνης Βασίλειος Νικολάου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Οικονόμου Θωμαΐς (Τζίνα) Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΥΡΥΤΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Ακτύπης Διονύσιος Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΖΑΚΥΝΘΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Νικολακόπουλος Ανδρέας Θεοδώρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΛΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Αυγερινοπούλου Διονυσία Ζήσιμου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΛΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Αβραμόπουλος  Δημήτριος  Λάμπρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΛΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Καλαματιανός Διονύσιος-Χαράλαμπος Χρήστου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΗΛΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Κατρίνης Μιχαήλ Ιωάννη,ΠΑΣΟΚ-ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΗΛΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Βεσυρόπουλος Απόστολος Φωτίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΜΑΘΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Μπαρτζώκας Αναστάσιος Στεργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΜΑΘΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Τόλκας Άγγελος Χαράλαμπου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΗΜΑΘΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Κοτίδης Βασίλειος Στυλιανού,ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ,ΗΜΑΘΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Αυγενάκης Ελευθέριος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Κεφαλογιάννης Κωνσταντίνος Βασιλείου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Σενετάκης Μάξιμος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Μαμουλάκης Χαράλαμπος (Χάρης) Αντωνίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Βαρδάκης Σωκράτης Δημητρίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ - ΠΡΟΟΔΕΥΤΙΚΗ  ΣΥΜΜΑΧΙΑ,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΘ΄ Περιόδου  (28/05/2023 - 29/05/2023),Βατσινά  Ελένη Φανουρίου,ΠΑΣΟΚ-ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΗΡΑΚΛΕΙΟΥ
