period_info,name,party,district
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Παπαδόπουλος Νικόλαος Αβραάμ,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΛΑΡΙΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Χαρακόπουλος Μάξιμος Παντελή,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΛΑΡΙΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κέλλας Χρήστος Αχιλλέα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΛΑΡΙΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Λαμπρούλης Γεώργιος Αριστείδη,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΛΑΡΙΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Μπαργιώτας  Κωνσταντίνος Αθανασίου,ΔΗΜΟΚΡΑΤΙΚΗ ΣΥΜΠΑΡΑΤΑΞΗ (ΠΑΝΕΛΛΗΝΙΟ ΣΟΣΙΑΛΙΣΤΙΚΟ ΚΙΝΗΜΑ - ΔΗΜΟΚΡΑΤΙΚΗ ΑΡΙΣΤΕΡΑ),ΛΑΡΙΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κόκκαλης Βασίλειος Κωνσταντίνου,ΑΝΕΞΑΡΤΗΤΟΙ,ΛΑΡΙΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κατσιαντώνης Γεώργιος Νικολάου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΛΑΡΙΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Πλακιωτάκης Ιωάννης Ιωσήφ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΛΑΣΙΘΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Θραψανιώτης Εμμανουήλ Μιχαήλ,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΛΑΣΙΘΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Πάλλης Γεώργιος Ευστρατίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΛΕΣΒΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Αθανασίου  Χαράλαμπος  Χριστόφα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΛΕΣΒΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Τάσσος Σταύρος Τάσσου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΛΕΣΒΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Καββαδάς Αθανάσιος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΛΕΥΚΑΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Μεϊκόπουλος Αλέξανδρος Μιχαήλ,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΜΑΓΝΗΣΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Παπανάτσιου  Αικατερίνη Στέργιου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΜΑΓΝΗΣΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Μπαλλής  Συμεών  Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΜΑΓΝΗΣΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Μπουκώρος Χρήστος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΜΑΓΝΗΣΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Ηλιόπουλος Παναγιώτης Κωνσταντίνου,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,ΜΑΓΝΗΣΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Στεργίου Κωνσταντίνος Ελευθερίου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΜΑΓΝΗΣΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κατρούγκαλος Γεώργιος Στέλιου - Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΜΕΣΣΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κοζομπόλη - Αμανατίδη  Παναγιώτα  Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΜΕΣΣΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κωνσταντινέας Πέτρος  Νικολάου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΜΕΣΣΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Σαμαράς Αντώνιος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΜΕΣΣΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κουκούτσης Δημήτριος Νικολάου,ΑΝΕΞΑΡΤΗΤΟΙ,ΜΕΣΣΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Ζεϊμπέκ Χουσεΐν Χασάν,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΞΑΝΘΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Γιαννακίδης Ευστάθιος Αλεξάνδρου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΞΑΝΘΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Στογιαννίδης Γρηγόριος	 Κωνσταντίνου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΞΑΝΘΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Τζάκρη  Θεοδώρα  Εμμανουήλ,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΠΕΛΛΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Σηφάκης  Ιωάννης Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΠΕΛΛΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Καρασμάνης Γεώργιος Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΠΕΛΛΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Σαχινίδης Ιωάννης Ισαάκ,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,ΠΕΛΛΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Σκούφα Ελισσάβετ (Μπέττυ) Δημητρίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΠΙΕΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Τζαμακλής  Χαρίλαος Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΠΙΕΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Καστόρης	 Αστέριος	 Νικολάου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΠΙΕΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κουκοδήμος Κωνσταντίνος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΠΙΕΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Μπάρκας Κωνσταντίνος Θεοφάνη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΠΡΕΒΕΖΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Γιαννάκης Στέργιος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΠΡΕΒΕΖΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Ξανθός Ανδρέας Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΡΕΘΥΜΝΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κεφαλογιάννης Ιωάννης Αχιλλέα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΡΕΘΥΜΝΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Μουσταφά Μουσταφά Μεμέτ,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΡΟΔΟΠΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Καρά Γιουσούφ Αϊχάν Μεμέτ,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΡΟΔΟΠΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Αχμέτ  Ιλχάν  Σαμπρή,ΔΗΜΟΚΡΑΤΙΚΗ ΣΥΜΠΑΡΑΤΑΞΗ (ΠΑΝΕΛΛΗΝΙΟ ΣΟΣΙΑΛΙΣΤΙΚΟ ΚΙΝΗΜΑ - ΔΗΜΟΚΡΑΤΙΚΗ ΑΡΙΣΤΕΡΑ),ΡΟΔΟΠΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Σεβαστάκης  Δημήτριος Αλεξίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΣΑΜΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Σταμπουλή Αφροδίτη Αποστόλου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Καραμανλής Κωνσταντίνος Αχιλλέα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Αραμπατζή Φωτεινή Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Τζελέπης Μιχαήλ Γεωργίου,ΔΗΜΟΚΡΑΤΙΚΗ ΣΥΜΠΑΡΑΤΑΞΗ (ΠΑΝΕΛΛΗΝΙΟ ΣΟΣΙΑΛΙΣΤΙΚΟ ΚΙΝΗΜΑ - ΔΗΜΟΚΡΑΤΙΚΗ ΑΡΙΣΤΕΡΑ),ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κόλλια - Τσαρουχά Μαρία Ευστρατίου,ΑΝΕΞΑΡΤΗΤΟΙ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Μεγαλομύστακας	 Αναστάσιος	 Χρήστου,ΑΝΕΞΑΡΤΗΤΟΙ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Παπαδόπουλος  Αθανάσιος (Σάκης) Αποστόλου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Δριτσέλη Παναγιώτα Ιωάννη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Σιμορέλης  Χρήστος Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Σκρέκας Κωνσταντίνος Θεοδώρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Καραναστάσης Απόστολος  Δημητρίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Βέττας Δημήτριος  Φωτίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Μιχελής	 Αθανάσιος	 Ιωάννη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Σαρακιώτης Ιωάννης Αθανασίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Σταϊκούρας Χρήστος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Σέλτσας  Κωνσταντίνος Δημητρίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΦΛΩΡΙΝΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Αντωνιάδης Ιωάννης Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΦΛΩΡΙΝΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κωστοπαναγιώτου  Ηλίας  Κωνσταντίνου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΦΩΚΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Ιγγλέζη Αικατερίνη Θεοδώρου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Βαγιωνάς Γεώργιος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΧΑΛΚΙΔΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Βλάχου	 Σωτηρία	 Ιωάννη,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,ΧΑΛΚΙΔΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Σταθάκης Γεώργιος Μηνά,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΧΑΝΙΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Πολάκης Παύλος Πέτρου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΧΑΝΙΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Βαγιωνάκη Ευαγγελία (Βάλια) Νικολάου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΧΑΝΙΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Μπαλωμενάκης	 Αντώνης	 Δημητρίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΧΑΝΙΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Τσακαλώτος Ευκλείδης  Στέφανου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κουρουμπλής Παναγιώτης Ελευθερίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Παππάς Νικόλαος Στυλιανού,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Μπαλάφας  Ιωάννης  Περικλή,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Σκουρλέτης  Παναγιώτης (Πάνος)  Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Ξυδάκης  Νικόλαος  Γαλάτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Τόσκας Νικόλαος Στεφάνου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Παπαδόπουλος Χριστόφορος Κωνσταντίνου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Δημαράς Γεώργιος Θεοδώρου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Θεωνάς Ιωάννης Γρηγορίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Σπίρτζης Χρήστος Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Καφαντάρη Χαρούλα (Χαρά) Φωτίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Τσιρώνης Ιωάννης Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Αυλωνίτου Ελένη Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Καββαδία Ιωαννέτα (Αννέτα) Σωκράτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Παναγούλης Ευστάθιος (Στάθης) Βασιλείου,ΑΝΕΞΑΡΤΗΤΟΙ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Δένδιας  Νικόλαος - Γεώργιος  Σπυρίδωνα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Μητσοτάκης Κυριάκος  Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Γεωργιάδης Σπυρίδων - Άδωνις  Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Χατζηδάκης Κωνσταντίνος (Κωστής) Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
